Probeset	Value
1372515_at	5.5105925
1372516_at	4.7183013
1372517_at	6.9801803
1372518_at	7.6802144
1372519_at	8.0419111
1372520_at	9.4336386
1372521_at	6.3725042
1372522_at	10.333052
1372523_at	7.9172249
1372524_at	10.213043
1372525_at	7.3383627
1372526_at	11.033111
1372527_at	9.6501589
1372528_at	7.8806005
1372529_at	8.6177578
1372530_at	9.0640974
1372531_at	5.701817
1372532_at	8.5890331
1372533_at	7.9828768
1372534_at	9.9371233
1372535_at	6.6085191
1372536_at	11.077771
1372537_at	9.0544033
1372538_at	7.7975779
1372539_at	11.679832
1372540_at	9.0389271
1372541_at	7.3218565
1372542_at	11.378629
1372543_at	7.2551069
1372544_at	10.504323
1372545_at	7.8175054
1372546_at	7.7432489
1372547_at	10.064552
1372548_at	8.4499941
1372549_at	8.8728838
1372550_at	8.3901968
1372551_at	9.3764544
1372552_at	8.3462601
1372553_at	8.366806
1372554_at	7.860661
1372555_at	8.8846197
1372556_at	11.822074
1372557_at	7.4421849
1372558_at	9.7072144
1372559_at	7.6785765
1372560_at	6.6441107
1372561_at	9.3085566
1372562_at	9.980669
1372563_at	9.2184086
1372564_at	9.7993546
1372565_at	11.030204
1372566_at	10.028922
1372567_at	7.5058212
1372568_at	11.316864
1372569_at	9.4302273
1372570_at	7.2626719
1372571_at	10.899209
1372572_at	7.9151883
1372573_at	5.6520319
1372574_at	7.6498632
1372575_at	8.6902838
1372576_at	8.2162352
1372577_at	10.183128
1372578_at	8.3338318
1372579_at	9.6066914
1372580_at	5.1578202
1372581_at	10.125826
1372582_at	7.94383
1372583_at	10.415792
1372584_at	7.2384381
1372585_at	10.640352
1372586_at	10.251437
1372587_at	10.342044
1372588_at	8.6512833
1372589_at	9.7375574
1372590_at	6.7793097
1372591_at	9.6256714
1372592_at	7.1289315
1372593_at	8.8222265
1372594_at	8.0053444
1372595_at	13.284896
1372596_at	8.5125408
1372597_at	8.7116461
1372598_at	6.9452772
1372599_at	7.760685
1372600_at	9.0527782
1372601_at	10.088778
1372602_at	7.7856941
1372603_at	10.11622
1372604_at	9.5628996
1372605_at	9.6751003
1372606_at	11.848495
1372607_at	8.4286003
1372608_at	7.6392179
1372609_at	7.9606948
1372610_at	8.3537426
1372611_at	6.3934908
1372612_at	11.896594
1372613_at	8.5816135
1372614_at	8.7154026
1372615_at	10.784515
1372616_at	5.3313451
1372617_at	8.4509439
1372618_at	7.8263326
1372619_at	9.0171633
1372620_at	9.0871687
1372621_at	7.8696485
1372622_at	6.5233412
1372623_at	6.2310481
1372624_at	9.3074284
1372625_at	9.1880264
1372626_at	10.53779
1372627_at	9.3248205
1372628_at	10.376363
1372629_at	7.2009063
1372630_at	8.9304638
1372631_at	6.4575119
1372632_at	5.8190489
1372633_at	8.6313372
1372634_at	8.3030844
1372635_at	9.8409662
1372636_at	7.4052081
1372637_at	4.9496179
1372638_at	9.3223476
1372639_at	11.886145
1372640_at	8.9049816
1372641_at	11.491655
1372642_at	7.8414145
1372643_at	8.9992342
1372644_at	7.9770975
1372645_at	9.5840464
1372646_at	6.9900031
1372647_at	8.9516144
1372648_at	7.6699114
1372649_at	13.378163
1372650_at	7.4104471
1372651_at	6.4976044
1372652_at	8.7953329
1372653_at	6.1363902
1372654_at	6.8643713
1372655_at	7.5049067
1372656_at	7.833107
1372657_at	7.8592715
1372658_at	9.8921814
1372659_at	10.559099
1372660_at	6.0264535
1372661_at	6.5241151
1372662_at	7.8984342
1372663_at	8.7504129
1372664_at	6.7076569
1372665_at	4.6309357
1372666_at	9.4841146
1372667_at	8.4577599
1372668_at	9.9829435
1372669_at	4.6661563
1372670_at	7.0202355
1372671_at	9.3084583
1372672_at	6.395618
1372673_at	4.6468863
1372674_at	8.9610128
1372675_at	8.5465498
1372676_at	9.3517714
1372677_at	8.1736555
1372678_at	7.9508805
1372679_at	7.7283945
1372680_at	7.8175025
1372681_at	10.314032
1372682_at	8.9177799
1372683_at	5.8847456
1372684_at	9.7842264
1372685_at	4.8506484
1372686_at	10.052318
1372687_at	5.7466364
1372688_at	8.4114895
1372689_at	6.7916155
1372690_at	6.6420097
1372691_at	8.9576235
1372692_at	8.1926041
1372693_at	8.3347874
1372694_at	5.0190268
1372695_at	10.778947
1372696_at	8.5467501
1372697_at	10.516495
1372698_at	7.4981074
1372699_at	6.1712141
1372700_at	4.9800901
1372701_at	12.156194
1372702_at	4.544673
1372703_at	9.7971487
1372704_at	10.139189
1372705_at	8.0546818
1372706_at	9.6368036
1372707_at	10.82044
1372708_at	7.8531151
1372709_at	10.657382
1372710_at	8.8829556
1372711_at	10.550439
1372712_at	10.650282
1372713_at	9.6078386
1372714_at	8.9401178
1372715_at	6.6574283
1372716_at	9.2835417
1372717_at	8.2562361
1372718_at	10.25316
1372719_at	8.918643
1372720_at	12.280951
1372721_at	9.1906261
1372722_at	11.16572
1372723_at	9.274744
1372724_at	10.270872
1372725_at	5.5728312
1372726_at	8.8999624
1372727_at	11.524785
1372728_at	9.1962576
1372729_at	6.3793359
1372730_at	9.404109
1372731_at	10.485835
1372732_at	7.872972
1372733_at	10.107097
1372734_at	8.1352358
1372735_at	10.325347
1372736_at	11.52802
1372737_at	12.588538
1372738_at	7.2892041
1372739_at	9.4308014
1372740_at	8.6999426
1372741_at	10.726548
1372742_at	9.7540684
1372743_at	10.248033
1372744_at	10.118062
1372745_at	12.621518
1372746_at	8.487772
1372747_at	9.4096889
1372748_at	9.0502214
1372749_at	8.7407703
1372750_at	4.7664976
1372751_at	6.6799884
1372752_at	7.4701953
1372753_at	9.7933187
1372754_at	9.3928862
1372755_at	4.3034124
1372756_at	8.1407452
1372757_at	10.258514
1372758_at	10.837416
1372759_at	9.1557665
1372760_at	8.2732763
1372761_at	8.3115234
1372762_at	9.3487883
1372763_at	8.4238567
1372764_at	8.6663675
1372765_a_at	9.9063797
1372766_at	7.1069055
1372767_at	10.247815
1372768_at	8.9179792
1372769_at	8.4611721
1372770_at	8.2630529
1372771_at	7.8361001
1372772_at	9.3058491
1372773_at	8.8508711
1372774_at	8.9098692
1372775_at	8.0960131
1372776_at	9.0325546
1372777_at	8.3007431
1372778_at	9.5626926
1372779_at	7.9275584
1372780_at	7.1475368
1372781_at	7.2757363
1372782_a_at	7.6557841
1372783_at	10.793055
1372784_at	8.3248529
1372785_at	8.8058386
1372786_at	8.4215727
1372787_at	8.8566971
1372788_at	6.8550715
1372789_at	9.0007191
1372790_at	12.122545
1372791_at	11.404536
1372792_at	8.2946615
1372793_at	8.0480604
1372794_at	7.2113485
1372795_at	6.7101831
1372796_at	8.7828159
1372797_at	8.3357878
1372798_at	8.5242691
1372799_at	10.07594
1372800_at	8.1059237
1372801_at	8.9253025
1372802_at	8.2086563
1372803_at	6.6494179
1372804_at	7.2257528
1372805_at	8.298048
1372806_at	10.624132
1372807_at	7.7625017
1372808_at	6.1612482
1372809_at	4.7767715
1372810_at	10.478302
1372811_at	9.7810993
1372812_at	8.876317
1372813_at	8.6071854
1372814_at	8.6175709
1372815_at	8.8046207
1372816_at	5.9897852
1372817_at	9.6375408
1372818_at	9.2065954
1372819_at	9.0660267
1372820_at	8.9454813
1372821_at	9.0314007
1372822_at	10.408464
1372823_at	6.2184534
1372824_at	8.3231859
1372825_at	8.0546675
1372826_at	8.1980619
1372827_at	10.746644
1372828_at	7.6014061
1372829_at	10.248622
1372830_at	8.292799
1372831_at	7.5426698
1372832_at	7.2868986
1372833_at	9.4495058
1372834_at	9.1725626
1372835_at	9.7426195
1372836_at	7.0917916
1372837_at	8.2484684
1372838_at	6.4863181
1372839_at	10.021894
1372840_at	7.1654234
1372841_at	5.8153348
1372842_at	4.6865883
1372843_at	7.8329649
1372844_at	7.7390103
1372845_at	8.288002
1372846_at	7.4805498
1372847_at	9.6926527
1372848_at	9.7949009
1372849_at	9.5849237
1372850_at	7.9754128
1372851_at	7.072525
1372852_at	6.0115714
1372853_at	9.279089
1372854_at	8.7606745
1372855_at	6.4539747
1372856_at	11.163144
1372857_at	11.068619
1372858_at	4.6675158
1372859_at	8.885087
1372860_at	6.401175
1372861_at	8.5714016
1372862_at	9.8439617
1372863_at	8.5703688
1372864_at	10.082254
1372865_at	10.419516
1372866_at	6.9486241
1372867_at	7.9415393
1372868_at	6.6048508
1372869_at	7.6405797
1372870_at	7.7810693
1372871_at	8.1676102
1372872_at	7.6497025
1372873_at	8.6986036
1372874_at	6.8304791
1372875_at	7.2459631
1372876_at	8.2328596
1372877_at	8.887907
1372878_at	10.685178
1372879_at	9.54354
1372880_at	7.7325158
1372881_at	6.6850748
1372882_at	9.0667324
1372883_at	9.8352938
1372884_at	8.4071226
1372885_at	8.8734102
1372886_at	4.9641156
1372887_at	5.7716513
1372888_at	8.6172295
1372889_at	5.9220986
1372890_at	8.8114538
1372891_at	8.7324276
1372892_at	7.1057968
1372893_at	8.466301
1372894_at	8.7921267
1372895_at	7.1691866
1372896_at	6.3160629
1372897_at	7.8642888
1372898_at	6.7805877
1372899_at	7.4148626
1372900_at	8.7571888
1372901_at	7.3293576
1372902_at	7.2204213
1372903_at	4.7356925
1372904_at	6.8789215
1372905_at	11.421671
1372906_at	7.5886092
1372907_at	9.5552654
1372908_at	8.3334799
1372909_at	8.9732866
1372910_at	6.6923866
1372911_at	7.5958924
1372912_at	7.9253054
1372913_at	8.9431849
1372914_at	8.6834307
1372915_at	4.6295857
1372916_at	9.0653658
1372917_at	6.6556673
1372918_at	9.0993786
1372919_at	8.9023333
1372920_at	8.5488911
1372921_at	9.918251
1372922_at	4.5562525
1372923_at	8.3495531
1372924_at	9.1680574
1372925_at	9.3854151
1372926_at	7.3789105
1372927_at	9.174098
1372928_at	6.2919159
1372929_at	4.5196638
1372930_at	8.969533
1372931_at	7.9142351
1372932_at	8.6306458
1372933_at	7.6096539
1372934_at	9.6129589
1372935_at	5.4928508
1372936_at	5.3992233
1372937_at	7.4020605
1372938_at	10.314372
1372939_at	6.4512887
1372940_at	8.0428562
1372941_at	8.4896383
1372942_at	7.1043944
1372943_at	8.7269926
1372944_at	8.0576286
1372945_at	7.7034831
1372946_at	8.1089411
1372947_at	10.601151
1372948_at	9.9197702
1372949_at	8.517808
1372950_at	6.8963141
1372951_at	6.8052702
1372952_at	5.2208009
1372953_at	8.7036572
1372954_at	7.1216917
1372955_at	7.1813231
1372956_at	7.3212614
1372957_at	5.5376801
1372958_at	6.8969955
1372959_at	7.5811234
1372960_a_at	7.6996832
1372961_at	6.5200677
1372962_at	8.6178522
1372963_at	3.9883094
1372964_at	9.0878096
1372965_at	4.4887266
1372966_at	5.2994614
1372967_at	6.5275688
1372968_at	7.6981659
1372969_at	8.7054873
1372970_at	6.5129037
1372971_at	9.2138014
1372972_at	4.4162278
1372973_at	6.3165259
1372974_at	5.3456359
1372975_at	6.2987695
1372976_at	7.3279119
1372977_at	6.9885221
1372978_at	6.5643187
1372979_at	11.251773
1372980_at	6.85428
1372981_at	5.9360604
1372982_at	10.638337
1372983_at	5.3217049
1372984_at	4.4420018
1372985_at	7.0191884
1372986_at	6.8594475
1372987_at	7.3471322
1372988_at	7.6055884
1372989_at	6.6540971
1372990_at	7.7776303
1372991_at	4.5666437
1372992_at	6.8157473
1372993_at	6.6641583
1372994_at	5.0212979
1372995_at	7.9357038
1372996_at	9.6701202
1372997_at	9.3239727
1372998_at	4.6600585
1372999_at	7.8209238
1373000_at	5.4198222
1373001_at	8.8712025
1373002_at	9.6932287
1373003_at	8.260973
1373004_at	8.0931215
1373005_at	5.0927658
1373006_at	6.8178916
1373007_at	4.331223
1373008_x_at	5.2849879
1373009_at	8.9899626
1373010_at	4.8894606
1373011_at	12.220037
1373012_at	7.1210661
1373013_at	12.148314
1373014_at	7.4022384
1373015_at	10.262515
1373016_at	12.184427
1373017_at	11.923241
1373018_at	6.6458039
1373019_at	9.4538088
1373020_at	10.947863
1373021_at	10.753694
1373022_at	8.8034
1373023_at	7.0788226
1373024_at	7.7773223
1373025_at	8.808094
1373026_at	5.9867172
1373027_at	9.3402319
1373028_at	9.6018095
1373029_at	11.120157
1373030_at	9.4547663
1373031_at	8.0833445
1373032_at	8.1927843
1373033_at	9.5211077
1373034_at	8.8001175
1373035_at	8.3821659
1373036_at	7.1182666
1373037_at	7.1905432
1373038_at	7.6154227
1373039_at	10.061251
1373040_at	10.912782
1373041_at	13.397979
1373042_at	10.805766
1373043_at	7.7338457
1373044_at	11.476433
1373045_at	6.3128824
1373046_at	8.0804806
1373047_at	7.7773972
1373048_at	10.559011
1373049_at	6.8154721
1373050_at	8.5448742
1373051_at	9.662466
1373052_at	9.7603903
1373053_at	9.1061106
1373054_at	8.28512
1373055_at	8.3434505
1373056_at	9.9403639
1373057_at	6.3766332
1373058_at	9.9221697
1373059_at	9.6041737
1373060_at	9.5103846
1373061_at	9.5882721
1373062_at	8.4000998
1373063_at	10.410701
1373064_at	11.585573
1373065_at	7.3846025
1373066_at	9.0103827
1373067_at	12.319951
1373068_at	9.0331326
1373069_at	10.257737
1373070_at	8.5927038
1373071_at	9.1124029
1373072_at	11.122582
1373073_at	8.1368847
1373074_at	10.590411
1373075_at	7.8537335
1373076_at	8.859374
1373077_at	7.3811746
1373078_at	5.4586129
1373079_at	9.2504454
1373080_at	8.8738079
1373081_at	7.4379959
1373082_at	12.029834
1373083_at	6.6213422
1373084_at	6.3111715
1373085_at	6.7475638
1373086_at	6.839704
1373087_at	9.8026857
1373088_at	10.965636
1373089_at	5.3286505
1373090_at	10.06737
1373091_at	6.0975289
1373092_at	10.151727
1373093_at	7.6928325
1373094_at	8.0350485
1373095_at	8.3271341
1373096_at	9.2510843
1373097_at	6.0454221
1373098_at	5.4566765
1373099_at	8.0585423
1373100_at	9.1450176
1373101_at	9.2984915
1373102_at	7.7446699
1373103_at	8.5307808
1373104_at	8.2110243
1373105_at	8.5122805
1373106_at	9.6632872
1373107_at	4.973052
1373108_at	12.127063
1373109_at	7.7410727
1373110_at	6.9693708
1373111_at	9.0803146
1373112_at	7.0779271
1373113_at	7.8446507
1373114_at	7.6659141
1373115_at	7.5060873
1373116_at	10.53774
1373117_at	9.0993967
1373118_at	5.5785975
1373119_at	7.0982394
1373120_at	6.6479688
1373121_at	10.059622
1373122_at	8.123517
1373123_at	8.4363556
1373124_at	6.2013106
1373125_at	9.2260876
1373126_at	8.5048742
1373127_at	8.5483541
1373128_at	8.4237452
1373129_at	9.5622654
1373130_at	13.244219
1373131_at	7.4758506
1373132_at	8.0525579
1373133_at	10.609027
1373134_at	9.0965986
1373135_at	8.952426
1373136_at	8.2421103
1373137_at	6.9883552
1373138_at	6.2361655
1373139_at	6.6685877
1373140_at	9.4217854
1373141_at	8.6589251
1373142_at	11.737024
1373143_at	8.0459471
1373144_at	6.8707223
1373145_at	9.8085909
1373146_at	6.9637399
1373147_at	8.5308876
1373148_at	5.6442957
1373149_at	9.3316212
1373150_at	8.5045671
1373151_at	10.779203
1373152_at	10.388016
1373153_at	4.8833809
1373154_at	6.3494668
1373155_at	8.8417082
1373156_at	6.0342431
1373157_at	9.2768774
1373158_at	11.071929
1373159_at	7.2738638
1373160_at	6.9332452
1373161_at	9.3025503
1373162_at	8.9663258
1373163_at	9.2380142
1373164_at	7.8254271
1373165_at	7.8491316
1373166_at	7.5445418
1373167_at	9.0012197
1373168_at	8.5551577
1373169_at	8.5560675
1373170_at	7.9554057
1373171_at	9.0857182
1373172_at	7.7304397
1373173_at	7.8617835
1373174_at	7.9876785
1373175_at	10.865812
1373176_at	6.6069784
1373177_x_at	3.9615552
1373178_at	10.10948
1373179_at	6.4726496
1373180_at	6.4740434
1373181_at	9.4662228
1373182_at	8.2423849
1373183_at	7.0607338
1373184_at	8.8161297
1373185_at	8.9597683
1373186_at	11.215035
1373187_at	5.6351242
1373188_at	10.589185
1373189_at	6.5709491
1373190_at	7.7889485
1373191_at	9.4626245
1373192_at	5.7176356
1373193_at	12.679877
1373194_at	9.2904234
1373195_at	10.579124
1373196_at	7.3729248
1373197_at	8.8791485
1373198_at	5.4251986
1373199_at	7.1800427
1373200_at	9.1223059
1373201_at	9.9469852
1373202_at	6.0073953
1373203_at	8.9406281
1373204_at	8.9499035
1373205_at	8.7999964
1373206_at	10.309647
1373207_at	4.8351212
1373208_at	8.4447422
1373209_at	8.2768536
1373210_at	10.220204
1373211_at	7.9190025
1373212_at	8.404192
1373213_at	8.8427801
1373214_at	6.9525037
1373215_at	8.0679531
1373216_at	6.290051
1373217_at	10.739047
1373218_at	5.8643117
1373219_at	6.5437436
1373220_at	5.419261
1373221_at	7.4278684
1373222_at	9.3155584
1373223_at	7.0638213
1373224_at	7.7410541
1373225_at	11.24318
1373226_at	5.1537023
1373227_at	5.7449994
1373228_at	9.2530365
1373229_at	8.977973
1373230_at	9.1801271
1373231_at	8.7623539
1373232_at	6.8103561
1373233_at	8.0303507
1373234_at	9.7436161
1373235_at	8.3819628
1373236_at	6.6868272
1373237_at	4.8871717
1373238_at	7.7492743
1373239_at	9.010088
1373240_at	9.7623186
1373241_at	9.8427649
1373242_at	8.9561033
1373243_at	8.2104149
1373244_at	9.1687384
1373245_at	10.715549
1373246_at	5.9102964
1373247_at	8.1606894
1373248_at	7.529851
1373249_at	9.5790701
1373250_at	4.5537381
1373251_at	6.8952036
1373252_at	7.8920622
1373253_at	8.8423004
1373254_at	5.5805597
1373255_at	7.1770406
1373256_at	5.8704677
1373257_at	4.5322781
1373258_at	8.753829
1373259_at	4.4901204
1373260_at	7.2508554
1373261_at	6.2644334
1373262_at	8.0123625
1373263_at	7.9653587
1373264_at	7.6894221
1373265_at	7.1397452
1373266_at	7.542779
1373267_at	4.4526772
1373268_at	10.357737
1373269_at	10.289022
1373270_at	10.594805
1373271_at	8.3042002
1373272_at	7.2025161
1373273_at	7.3739014
1373274_at	8.8842602
1373275_at	4.1278548
1373276_at	4.035778
1373277_at	8.8530293
1373278_at	10.039441
1373279_at	7.9200697
1373280_at	9.1870584
1373281_at	6.7684426
1373282_at	6.8537359
1373283_at	7.8812146
1373284_at	8.7140741
1373285_at	8.2380657
1373286_at	9.604125
1373287_at	7.1028543
1373288_at	8.3926535
1373289_at	10.806421
1373290_at	5.22895
1373291_at	10.948141
1373292_at	8.2197866
1373293_at	7.281971
1373294_at	9.3325911
1373295_at	8.0608244
1373296_a_at	7.6629815
1373297_at	5.2169762
1373298_at	5.1559486
1373299_at	9.7941656
1373300_at	7.7308159
1373301_at	7.8617768
1373302_at	8.0225811
1373303_at	7.0846071
1373304_at	6.72893
1373305_at	9.2379694
1373306_at	7.2563524
1373307_at	8.1165094
1373308_at	4.9730654
1373309_at	7.3814287
1373310_at	7.8469729
1373311_at	7.1965528
1373312_at	9.1416349
1373313_at	9.0726299
1373314_at	4.9630899
1373315_at	4.9882169
1373316_at	4.0846181
1373317_at	5.6232009
1373318_at	5.4314566
1373319_at	10.555799
1373320_at	4.3475766
1373321_at	5.813839
1373322_at	6.5987844
1373323_at	8.1667719
1373324_at	7.6798759
1373325_at	5.8857074
1373326_at	3.9416821
1373327_at	8.819622
1373328_at	7.6727495
1373329_at	4.4813704
1373330_at	5.2620568
1373331_at	6.5575719
1373332_at	9.6262808
1373333_at	4.905642
1373334_at	8.2343702
1373335_at	8.3727665
1373336_at	6.9338975
1373337_at	7.8476253
1373338_at	8.0321131
1373339_at	7.7537146
1373340_at	4.5785589
1373341_at	8.0921764
1373342_at	4.3812971
1373343_at	5.749608
1373344_at	6.0788069
1373345_at	7.5478911
1373346_at	11.095647
1373347_at	6.7679482
1373348_at	6.1131902
1373349_at	4.1632457
1373350_at	4.1488328
1373351_at	8.6048355
1373352_at	5.7768431
1373353_at	7.6796942
1373354_at	6.425179
1373355_at	6.1817069
1373356_at	4.6101651
1373357_at	4.773252
1373358_at	5.2232985
1373359_at	6.3916388
1373360_at	4.7144265
1373361_at	4.169312
1373362_at	13.557555
1373363_at	9.8830738
1373364_at	9.2340326
1373365_at	10.864058
1373366_at	7.9935045
1373367_at	10.681557
1373368_at	8.726017
1373369_at	10.431398
1373370_at	9.6392717
1373371_a_at	11.005112
1373372_at	8.6574869
1373373_at	8.5870962
1373374_at	11.817032
1373375_at	10.522923
1373376_at	9.7783709
1373377_at	7.6080427
1373378_at	10.910911
1373379_at	9.2919931
1373380_at	10.006957
1373381_at	8.5870733
1373382_at	9.6311932
1373383_at	9.8617344
1373384_at	6.9783602
1373385_at	11.226713
1373386_at	4.9035525
1373387_at	9.4794083
1373388_at	9.0214529
1373389_at	9.9719915
1373390_at	9.1254425
1373391_at	9.8820353
1373392_at	8.9232407
1373393_at	9.1020222
1373394_at	6.9232106
1373395_at	7.8778877
1373396_at	8.7528324
1373397_at	10.018036
1373398_at	6.2995124
1373399_at	8.9319172
1373400_at	10.614675
1373401_at	4.5945706
1373402_at	7.9940343
1373403_at	8.7310963
1373404_at	8.9598036
1373405_at	8.7586985
1373406_at	7.0103035
1373407_at	8.5610237
1373408_at	10.775627
1373409_at	9.3354282
1373410_at	9.2712202
1373411_at	8.1400328
1373412_at	9.610528
1373413_at	8.3233376
1373414_at	6.2564654
1373415_at	11.06571
1373416_at	7.5218048
1373417_at	8.2920704
1373418_at	9.8541584
1373419_at	7.4436049
1373420_at	10.551543
1373421_at	7.6171002
1373422_at	9.3728514
1373423_at	7.1786346
1373424_at	7.6441417
1373425_at	7.4406047
1373426_at	8.5351009
1373427_at	8.4724112
1373428_at	8.0065718
1373429_at	7.0241284
1373430_at	7.9851012
1373431_at	7.0744576
1373432_at	9.3513784
1373433_at	7.0146904
1373434_at	8.6895733
1373435_at	9.6515102
1373436_at	9.9648571
1373437_at	8.3477678
1373438_at	8.6637592
1373439_at	9.2433453
1373440_at	9.359643
1373441_at	9.6300831
1373442_at	7.1168418
1373443_a_at	6.2955337
1373444_at	8.3786612
1373445_at	5.8016257
1373446_at	8.0472441
1373447_at	7.9339299
1373448_at	10.702385
1373449_at	7.754056
1373450_at	8.5991678
1373451_at	7.5314837
1373452_at	7.728188
1373453_at	8.4541626
1373454_at	10.377444
1373455_at	7.9770007
1373456_at	8.5657549
1373457_at	8.2775354
1373458_at	4.3561277
1373459_at	7.1583114
1373460_at	6.9485674
1373461_at	9.1383829
1373462_at	9.1170235
1373463_at	9.1285172
1373464_at	7.876152
1373465_at	7.6544218
1373466_at	9.5612946
1373467_at	7.1849937
1373468_at	6.6259198
1373469_at	8.0800943
1373470_at	11.936839
1373471_at	8.1035337
1373472_at	8.625494
1373473_a_at	8.9491291
1373474_at	8.7734203
1373475_at	9.7789869
1373476_at	6.4716048
1373477_at	9.946269
1373478_at	5.6650033
1373479_at	10.311683
1373480_at	6.7056723
1373481_at	9.9243135
1373482_at	7.8203087
1373483_at	8.2965746
1373484_at	8.9779892
1373485_at	6.4338121
1373486_at	8.1923466
1373487_at	4.8572617
1373488_at	9.3690119
1373489_at	5.1011167
1373490_at	7.3988681
1373491_at	7.788919
1373492_at	9.7841396
1373493_at	4.9298668
1373494_at	8.6387234
1373495_at	7.4738822
1373496_at	6.6334395
1373497_at	11.732255
1373498_at	8.7266493
1373499_at	7.9128313
1373500_at	11.063974
1373501_at	11.36602
1373502_at	9.1458912
1373503_at	7.6643777
1373504_at	6.3621283
1373505_at	9.1673689
1373506_at	6.5950198
1373507_at	9.2588558
1373508_at	9.8825178
1373509_at	8.7802172
1373510_at	8.1809788
1373511_at	7.1327548
1373512_at	7.9674678
1373513_at	5.2346449
1373514_at	8.4231024
1373515_at	10.204773
1373516_at	8.2861395
1373517_at	9.6993952
1373518_at	6.7603607
1373519_at	7.8940287
1373520_at	8.1143532
1373521_at	5.6830893
1373522_at	5.4412928
1373523_at	5.2278757
1373524_at	9.2822523
1373525_at	7.5774164
1373526_at	7.6958857
1373527_at	5.9260864
1373528_at	7.407692
1373529_at	10.416824
1373530_at	6.5660853
1373531_at	7.3749166
1373532_at	8.9302721
1373533_at	10.609288
1373534_at	7.1382756
1373535_at	10.189288
1373536_at	9.4492645
1373537_at	8.0100346
1373538_at	6.6603785
1373539_at	8.7511263
1373540_at	7.3645587
1373541_at	7.427784
1373542_at	7.667028
1373543_at	6.0500307
1373544_at	7.004643
1373545_at	6.7318048
1373546_at	8.0727205
1373547_at	8.7738199
1373548_at	9.59484
1373549_at	7.7906671
1373550_at	7.2390966
1373551_at	8.4924107
1373552_at	7.7069745
1373553_at	7.566083
1373554_at	6.973587
1373555_at	9.6833105
1373556_at	6.9026694
1373557_at	5.901526
1373558_at	8.121274
1373559_at	6.7479706
1373560_at	8.6034765
1373561_at	8.0833788
1373562_at	7.6514387
1373563_at	11.180411
1373564_at	10.521646
1373565_at	9.6765051
1373566_at	9.8790054
1373567_at	5.6535749
1373568_at	9.4064655
1373569_at	7.528614
1373570_at	9.6561832
1373571_at	9.9471989
1373572_at	9.1030979
1373573_at	8.3687592
1373574_at	6.8221092
1373575_at	9.6404495
1373576_at	9.3542767
1373577_at	11.265594
1373578_at	8.7190914
1373579_at	6.9870696
1373580_at	7.310051
1373581_at	8.821681
1373582_at	6.6463513
1373583_at	6.9011588
1373584_at	7.880404
1373585_at	9.1599989
1373586_at	9.6026783
1373587_at	5.0126228
1373588_at	8.427247
1373589_at	9.1354952
1373590_at	8.2917576
1373591_at	8.1315098
1373592_at	8.2540836
1373593_at	6.9049573
1373594_at	8.9241514
1373595_at	9.3606749
1373596_at	6.4449954
1373597_at	8.4576931
1373598_at	7.9674377
1373599_at	8.1151571
1373600_at	8.6509027
1373601_at	5.7961912
1373602_at	7.8937259
1373603_at	7.3234682
1373604_at	8.3744488
1373605_at	9.4017725
1373606_at	5.8065219
1373607_at	8.3136644
1373608_at	6.1088572
1373609_at	10.223369
1373610_at	10.107061
1373611_at	6.399838
1373612_at	10.139412
1373613_at	8.7213926
1373614_at	4.7521815
1373615_at	5.5349779
1373616_at	9.436224
1373617_at	8.654417
1373618_at	7.6905975
1373619_at	9.2484484
1373620_at	8.8439064
1373621_at	7.3250861
1373622_at	7.8179178
1373623_at	7.369451
1373624_at	9.952426
1373625_at	6.9934392
1373626_at	10.086375
1373627_at	7.9607291
1373628_at	8.2393084
1373629_at	7.1844296
1373630_at	7.6959887
1373631_at	6.5049119
1373632_at	7.8501816
1373633_at	5.0205283
1373634_at	10.424262
1373635_at	7.2803755
1373636_at	4.7987561
1373637_at	5.0147338
1373638_at	7.2457666
1373639_at	8.0848465
1373640_at	7.9464631
1373641_at	4.6990318
1373642_at	6.9363785
1373643_at	8.7284622
1373644_at	10.508211
1373645_at	9.3546047
1373646_at	5.341682
1373647_at	7.8556929
1373648_at	11.985168
1373649_at	10.00171
1373650_at	9.6117401
1373651_at	5.9307175
1373652_at	9.605547
1373653_at	8.6517649
1373654_at	6.3982177
1373655_at	8.6549702
1373656_at	9.8820496
1373657_at	7.2397032
1373658_at	4.5605302
1373659_at	8.6946878
1373660_at	7.0302243
1373661_a_at	7.842762
1373662_at	6.5884452
1373663_at	5.5120387
1373664_at	7.9048872
1373665_at	7.7381339
1373666_at	8.7682772
1373667_at	8.565156
1373668_at	9.6296473
1373669_at	5.5553002
1373670_at	7.3323965
1373671_at	6.766336
1373672_at	7.943069
1373673_at	8.0569611
1373674_at	10.634034
1373675_at	10.087845
1373676_at	7.9069376
1373677_at	7.3625612
1373678_at	10.1958
1373679_at	8.4005756
1373680_at	7.0620575
1373681_at	9.441391
1373682_at	6.9933057
1373683_at	8.8442059
1373684_at	12.457143
1373685_at	5.0976396
1373686_at	4.2771749
1373687_at	6.523838
1373688_at	7.8940248
1373689_at	8.2955236
1373690_at	6.3089666
1373691_at	6.9474769
1373692_at	7.9407806
1373693_at	5.6815953
1373694_at	6.2948565
1373695_at	9.3062658
1373696_at	10.005617
1373697_at	6.4047723
1373698_at	4.1353879
1373699_at	4.7938995
1373700_at	5.8952417
